annotation	chrom	chromEnd	chromStart	createdBy	lastModifiedBy	lastModified	track	dupe
noPeak	chr17	15638099.0	15610499.0	th798@nau.edu	th798@nau.edu	1629303425.3767588	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	15679199.0	15641999.0	th798@nau.edu	th798@nau.edu	1629303443.5504496	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	15730019.0	15709899.0	th798@nau.edu	th798@nau.edu	1629303546.0415041	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	15732529.0	15730839.0		th798@nau.edu	1629303519.5636265	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	15733179.0	15732559.0		th798@nau.edu	1629303524.0749297	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	15741979.0	15734059.0	th798@nau.edu	th798@nau.edu	1629303542.2169356	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	15836799.0	15742399.0	th798@nau.edu	th798@nau.edu	1629303463.248573	skeletalMuscle_ENCFF280HQO	
peakStart	chr17	15848459.0	15843779.0	th798@nau.edu	th798@nau.edu	1629303588.8103924	skeletalMuscle_ENCFF280HQO	
peakEnd	chr17	15851899.0	15848819.0	th798@nau.edu	th798@nau.edu	1629303596.7873223	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	15896899.0	15855899.0	th798@nau.edu	th798@nau.edu	1629303564.014914	skeletalMuscle_ENCFF280HQO	
peakStart	chr17	15903099.0	15900219.0	th798@nau.edu	th798@nau.edu	1629303616.719607	skeletalMuscle_ENCFF280HQO	
peakEnd	chr17	15905979.0	15903539.0	th798@nau.edu	th798@nau.edu	1629303609.8941028	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	15936199.0	15907639.0	th798@nau.edu	th798@nau.edu	1629303628.121544	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16100399.0	15946799.0	th798@nau.edu	th798@nau.edu	1629303637.1650224	skeletalMuscle_ENCFF280HQO	
peakStart	chr17	16118799.0	16113199.0	th798@nau.edu	th798@nau.edu	1629303651.953586	skeletalMuscle_ENCFF280HQO	
peakEnd	chr17	16125399.0	16119399.0	th798@nau.edu	th798@nau.edu	1629303662.2442195	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16156599.0	16141679.0	th798@nau.edu	th798@nau.edu	1629303737.9217937	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16159119.0	16157119.0		th798@nau.edu	1629303716.1683676	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16161039.0	16159319.0		th798@nau.edu	1629303723.4542093	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16185999.0	16162039.0	th798@nau.edu	th798@nau.edu	1629303747.81001	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16223239.0	16195359.0	th798@nau.edu	th798@nau.edu	1629303775.462779	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16230639.0	16224359.0	th798@nau.edu	th798@nau.edu	1629303837.5657327	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16232879.0	16231359.0		th798@nau.edu	1629303857.5383618	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16234879.0	16233079.0		th798@nau.edu	1629303864.039721	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16253359.0	16236679.0	th798@nau.edu	th798@nau.edu	1629303841.209461	skeletalMuscle_ENCFF280HQO	
peakStart	chr17	16256119.0	16254399.0	th798@nau.edu	th798@nau.edu	1629303828.4567626	skeletalMuscle_ENCFF280HQO	
peakEnd	chr17	16257879.0	16256479.0	th798@nau.edu	th798@nau.edu	1629303821.0777826	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16268479.0	16259159.0	th798@nau.edu	th798@nau.edu	1629303846.0939038	skeletalMuscle_ENCFF280HQO	
peakStart	chr17	16284399.0	16281799.0	th798@nau.edu	th798@nau.edu	1629303957.2922277	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16308399.0	16294199.0	th798@nau.edu	th798@nau.edu	1629303895.4811978	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16337799.0	16323999.0	th798@nau.edu	th798@nau.edu	1629303921.836072	skeletalMuscle_ENCFF280HQO	
peakStart	chr17	16342599.0	16339799.0	th798@nau.edu	th798@nau.edu	1629304053.3957653	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16385399.0	16350799.0	th798@nau.edu	th798@nau.edu	1629303912.6968348	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16416599.0	16401599.0	th798@nau.edu	th798@nau.edu	1629303904.9215267	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16433799.0	16422799.0	th798@nau.edu	th798@nau.edu	1629303929.6412969	skeletalMuscle_ENCFF280HQO	
peakStart	chr17	16439199.0	16435599.0	th798@nau.edu	th798@nau.edu	1629304075.3230586	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16464199.0	16445599.0	th798@nau.edu	th798@nau.edu	1629303936.5149097	skeletalMuscle_ENCFF280HQO	
peakStart	chr17	16472119.0	16470759.0	th798@nau.edu	th798@nau.edu	1629304566.1640084	skeletalMuscle_ENCFF280HQO	
peakEnd	chr17	16473599.0	16472359.0	th798@nau.edu	th798@nau.edu	1629304571.2585232	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16483999.0	16475599.0	th798@nau.edu	th798@nau.edu	1629304630.3892403	skeletalMuscle_ENCFF280HQO	
peakStart	chr17	16492519.0	16491479.0	th798@nau.edu	th798@nau.edu	1629304610.5591235	skeletalMuscle_ENCFF280HQO	
peakEnd	chr17	16493679.0	16492719.0	th798@nau.edu	th798@nau.edu	1629304580.1156592	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16498559.0	16494239.0	th798@nau.edu	th798@nau.edu	1629304634.3349082	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16515599.0	16499399.0	th798@nau.edu	th798@nau.edu	1629303943.9212203	skeletalMuscle_ENCFF280HQO	
peakStart	chr17	16556999.0	16554799.0	th798@nau.edu	th798@nau.edu	1629304700.0971339	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16739399.0	16597799.0	th798@nau.edu	th798@nau.edu	1629304681.0431828	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	16936399.0	16786599.0	th798@nau.edu	th798@nau.edu	1629304718.0786116	skeletalMuscle_ENCFF280HQO	
peakStart	chr17	16946599.0	16941399.0	th798@nau.edu	th798@nau.edu	1629304713.128545	skeletalMuscle_ENCFF280HQO	
peakEnd	chr17	16951599.0	16947199.0	th798@nau.edu	th798@nau.edu	1629304732.2383878	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	17013799.0	16963599.0	th798@nau.edu	th798@nau.edu	1629304723.742154	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	17084292.0	17060332.0	th798@nau.edu	th798@nau.edu	1629302247.057613	skeletalMuscle_ENCFF280HQO	
peakStart	chr17	17109039.0	17106869.0	th798@nau.edu	th798@nau.edu	1629302242.8524787	skeletalMuscle_ENCFF280HQO	
peakEnd	chr17	17111800.0	17109531.0	th798@nau.edu	th798@nau.edu	1629302231.0501428	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	40524199.0	40486299.0	Public	Public	1629232691.0450785	skeletalMuscle_ENCFF280HQO	
peakStart	chr17	40530999.0	40528199.0	Public	Public	1629232522.5025842	skeletalMuscle_ENCFF280HQO	
peakEnd	chr17	40533499.0	40531399.0	Public	Public	1629232512.6515849	skeletalMuscle_ENCFF280HQO	
peakStart	chr17	40539999.0	40537199.0	Public	Public	1629232666.38986	skeletalMuscle_ENCFF280HQO	
peakEnd	chr17	40543499.0	40540299.0	Public	Public	1629232505.476431	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	40567199.0	40550999.0	Public	Public	1629232474.9302223	skeletalMuscle_ENCFF280HQO	
peakStart	chr17	40573799.0	40570199.0	Public	Public	1629232614.9358523	skeletalMuscle_ENCFF280HQO	
peakEnd	chr17	40577299.0	40574699.0	Public	Public	1629232624.0863404	skeletalMuscle_ENCFF280HQO	
noPeak	chr17	40602299.0	40581899.0	Public	Public	1629232607.264947	skeletalMuscle_ENCFF280HQO	
peakStart	chr17	40610999.0	40607899.0	Public	Public	1629232639.3973737	skeletalMuscle_ENCFF280HQO	
peakEnd	chr17	40613499.0	40611599.0	Public	Public	1629232647.640196	skeletalMuscle_ENCFF280HQO	
noPeak	chr1	29875599.0	29712199.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	30080279.0	30037179.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	30128319.0	30082979.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	30156799.0	30132499.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	30178239.0	30162499.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	30179859.0	30178879.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	30180659.0	30179919.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	30210999.0	30181959.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	30447699.0	30239499.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	30553199.0	30457399.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	30560359.0	30559139.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	30580319.0	30560679.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	30798499.0	30581499.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	31034599.0	30805499.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	31130799.0	31039599.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	31174199.0	31134159.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	31188639.0	31176819.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr1	31193619.0	31191899.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	31222219.0	31193939.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	39543587.0	39501168.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	39566350.0	39551794.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr1	39570953.0	39567901.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr1	39578216.0	39571901.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	39592952.0	39579058.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	39622319.0	39612319.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr1	39624950.0	39622424.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr1	39632739.0	39626002.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	51690199.0	51643799.0	tdhock5@gmail.com	tdhock5@gmail.com		skeletalMuscle_ENCFF290WZR	
peakStart	chr1	51702399.0	51698499.0		tdhock5@gmail.com		skeletalMuscle_ENCFF290WZR	
peakEnd	chr1	51707799.0	51702499.0	tdhock5@gmail.com	tdhock5@gmail.com		skeletalMuscle_ENCFF290WZR	
noPeak	chr1	51720099.0	51708699.0	tdhock5@gmail.com	tdhock5@gmail.com		skeletalMuscle_ENCFF290WZR	
noPeak	chr1	51788899.0	51772199.0	tdhock5@gmail.com	tdhock5@gmail.com		skeletalMuscle_ENCFF290WZR	
noPeak	chr1	51868699.0	51837599.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	51934599.0	51906599.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr1	51983899.0	51976899.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr1	51987299.0	51984299.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	52020099.0	51991999.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	52078299.0	52033499.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr1	52082999.0	52079899.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr1	52086099.0	52083299.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	52122799.0	52087199.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	52188399.0	52132599.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr1	52195399.0	52192499.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr1	52198699.0	52195599.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	52256299.0	52210399.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	52330699.0	52261999.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr1	52343999.0	52338999.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr1	52347899.0	52344199.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	52405399.0	52351299.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	52450099.0	52407399.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	52491599.0	52460699.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr1	52498899.0	52495299.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr1	52501699.0	52499199.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	52516899.0	52502999.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr1	52521099.0	52517499.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr1	52525799.0	52521499.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	52560499.0	52526799.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	52597399.0	52562199.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr1	52608099.0	52601899.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr1	52611979.0	52608239.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	52659599.0	52614899.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	52863999.0	52846399.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr1	52870199.0	52867149.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr1	52873499.0	52870449.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr1	57043599.0	57036599.0	Public	Public	1629233269.0441787	skeletalMuscle_ENCFF290WZR	
peakEnd	chr1	57047399.0	57044599.0	Public	Public	1629233283.5222929	skeletalMuscle_ENCFF290WZR	
noPeak	chr1	58969999.0	57143999.0	Public	Public	1629233224.1827064	skeletalMuscle_ENCFF290WZR	
peakStart	chr1	150039499.0	150035099.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr1	150043299.0	150040299.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	150105699.0	150055299.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	150162379.0	150159299.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr1	184942799.0	184937299.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr1	184946699.0	184943379.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	184984779.0	184948219.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	185011679.0	184986659.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr1	185014819.0	185012839.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr1	185017599.0	185015359.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	185034819.0	185019239.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	185078979.0	185037299.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	185121299.0	185081719.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr1	185125819.0	185122419.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr1	185129599.0	185126619.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	185167779.0	185132959.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	185215979.0	185171419.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	185273899.0	185219299.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr1	185285599.0	185280199.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr1	185291199.0	185286499.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	185360899.0	185300099.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr1	185573799.0	185390599.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	131846879.0	131835159.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr2	131850799.0	131848239.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr2	131853039.0	131851159.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	131859799.0	131853999.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr2	131863279.0	131860639.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr2	131866319.0	131863519.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	131879919.0	131866679.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	131907919.0	131882999.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	131935719.0	131909839.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	131962959.0	131937279.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	131993879.0	131963999.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	132037079.0	132004919.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	132079199.0	132045799.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	132110559.0	132081879.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	132153319.0	132124279.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	132188039.0	132156679.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	132218879.0	132190239.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	132242319.0	132220199.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr2	132250519.0	132244399.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr2	132255319.0	132250799.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	132274359.0	132255839.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	132307399.0	132289679.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	132341399.0	132309479.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	132384359.0	132349639.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	132418359.0	132387079.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	132438279.0	132433879.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr2	132439879.0	132438559.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr2	132443999.0	132439999.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	132462559.0	132444719.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	132498439.0	132463799.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	136731249.0	136644758.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr2	136742590.0	136740445.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr2	136745617.0	136743237.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	136866717.0	136752091.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	137509669.0	137269995.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	137522987.0	137518655.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	137529919.0	137523681.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr2	137596344.0	137536290.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr3	110790499.0	110785399.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr3	110796699.0	110791199.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr3	110840699.0	110798099.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr3	111331999.0	110841999.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr3	111393499.0	111390699.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr3	111399299.0	111393699.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr3	111570799.0	111405599.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr3	111578899.0	111572399.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr3	111586199.0	111579299.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr3	111626739.0	111597708.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr3	111693505.0	111669016.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr3	111698079.0	111696299.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr3	111699829.0	111698169.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr3	111716018.0	111701107.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr3	135676315.0	135570123.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr3	135684903.0	135680911.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr3	135687284.0	135685364.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr3	135774281.0	135692812.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr3	135904086.0	135860494.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr3	135914420.0	135905910.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr3	135920945.0	135915051.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr3	135944711.0	135920950.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr3	135966053.0	135944980.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr3	135969358.0	135967636.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr3	135972481.0	135969601.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr3	136022390.0	135972500.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr3	136436245.0	136417930.0	Public	Public	1632250453.9139109	skeletalMuscle_ENCFF290WZR	
peakStart	chr3	136470903.0	136464797.0	Public	Public	1632250285.5257857	skeletalMuscle_ENCFF290WZR	
peakEnd	chr3	136476023.0	136471493.0	Public	Public	1632250293.6187193	skeletalMuscle_ENCFF290WZR	
noPeak	chr3	136499456.0	136489609.0	Public	Public	1632250457.0656528	skeletalMuscle_ENCFF290WZR	
noPeak	chr3	136567787.0	136546322.0	Public	Public	1632250460.9965253	skeletalMuscle_ENCFF290WZR	
noPeak	chr3	137890299.0	137884699.0	Public	Public	1632252115.3969643	skeletalMuscle_ENCFF290WZR	
peakStart	chr3	137893349.0	137891399.0	Public	Public	1632250507.3643894	skeletalMuscle_ENCFF290WZR	
peakEnd	chr3	137894999.0	137893549.0	Public	Public	1632250514.565246	skeletalMuscle_ENCFF290WZR	
noPeak	chr3	137902899.0	137897549.0	Public	Public	1632252111.3969688	skeletalMuscle_ENCFF290WZR	
peakStart	chr3	137906449.0	137904299.0	Public	Public	1632250510.6016855	skeletalMuscle_ENCFF290WZR	
peakEnd	chr3	137909449.0	137906949.0	Public	Public	1632250517.251843	skeletalMuscle_ENCFF290WZR	
noPeak	chr3	137920549.0	137915099.0	Public	Public	1632250523.3297822	skeletalMuscle_ENCFF290WZR	
peakStart	chr3	138048449.0	138046299.0	Public	Public	1632252128.491478	skeletalMuscle_ENCFF290WZR	
peakEnd	chr3	138051049.0	138048649.0	Public	Public	1632252144.4705467	skeletalMuscle_ENCFF290WZR	
peakStart	chr3	138067149.0	138065149.0	Public	Public	1632252134.4942648	skeletalMuscle_ENCFF290WZR	
peakEnd	chr3	138071099.0	138067699.0	Public	Public	1632252140.1820755	skeletalMuscle_ENCFF290WZR	
noPeak	chr4	40051829.0	39999334.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr4	40058221.0	40054615.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr4	40062502.0	40058622.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr4	40169654.0	40066412.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr4	40507127.0	40398886.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr4	40516129.0	40507281.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr4	40522347.0	40516130.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr9	117099237.0	117065194.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr9	117125973.0	117106009.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr9	117141885.0	117128093.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr9	117149044.0	117142292.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr9	117151937.0	117150007.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr9	117157338.0	117152900.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr9	117160469.0	117158250.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr9	117162880.0	117160758.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr9	117185061.0	117166930.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr9	117206203.0	117190097.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr9	117223465.0	117211506.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr9	117243235.0	117225875.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr9	117259725.0	117246706.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr9	117369300.0	117356955.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr9	117373782.0	117371274.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr9	117376482.0	117374360.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr9	117403990.0	117385762.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr9	117429160.0	117408135.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr9	117452327.0	117432268.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr9	117489115.0	117457773.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr9	117519419.0	117492898.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr9	117565153.0	117523878.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr9	117608017.0	117573685.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr9	117652786.0	117616525.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr10	175099.0	128199.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr10	180799.0	176599.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr10	188299.0	181899.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr10	285699.0	193599.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr10	988999.0	986299.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr10	1007899.0	993799.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr10	1028299.0	1020899.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr10	1034099.0	1030699.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr10	1039999.0	1034699.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr10	1075499.0	1042099.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr10	1094439.0	1092299.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr10	1098419.0	1095039.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr10	1102359.0	1099539.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr10	1105499.0	1102679.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr10	1182899.0	1109399.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr10	1356799.0	1187599.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr10	3055999.0	1473999.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr10	3110299.0	3105499.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr10	3113699.0	3110899.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr10	3208699.0	3156599.0				skeletalMuscle_ENCFF290WZR	
peakStart	chr10	3214499.0	3211199.0				skeletalMuscle_ENCFF290WZR	
peakEnd	chr10	3218399.0	3214999.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr10	3233599.0	3219899.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr10	3235379.0	3234119.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr10	3236399.0	3235439.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr10	3263699.0	3244799.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr10	3288299.0	3274799.0				skeletalMuscle_ENCFF290WZR	
noPeak	chr10	3328599.0	3294399.0				skeletalMuscle_ENCFF290WZR	
